"date","SPY","NVDA","MSFT","AMZN","AAPL","META","AVGO","GOOG","GOOGL","TSLA","JPM","WMT","V","LLY","ORCL","NFLX","MA","XOM","COST","PG","JNJ","HD","BAC"
2023-01-25,387.049865722656,19.3058395385742,235.818435668945,97.1800003051758,140.045883178711,140.727981567383,56.2008819580078,96.1584243774414,94.6523361206055,144.429992675781,130.794403076172,45.9427757263184,220.697006225586,342.77392578125,87.031623840332,367.959991455078,377.342895507812,103.965270996094,472.454010009766,134.04231262207,156.857986450195,297.541900634766,32.5790634155273
2023-01-26,391.3037109375,19.7844123840332,243.061279296875,99.2200012207031,142.119049072266,146.496322631836,57.4387397766113,98.5740661621094,96.9386291503906,160.270004272461,131.602951049805,45.9008102416992,220.510589599609,341.088165283203,87.2160873413086,364.869995117188,372.260894775391,108.143707275391,479.595397949219,133.503158569336,156.284271240234,294.306304931641,33.0181922912598
2023-01-27,392.202758789062,20.3469123840332,243.218109130859,102.23999786377,144.063842773438,150.912094116211,56.7104110717773,100.114898681641,98.7776031494141,177.899993896484,131.922637939453,46.2526206970215,227.114822387695,335.295715332031,86.4005279541016,360.769989013672,369.093231201172,106.169273376465,484.398162841797,132.954620361328,155.67350769043,297.007354736328,33.1209602355957
2023-01-30,387.281890869141,19.144983291626,237.876602172852,100.550003051758,141.171310424805,146.257614135742,55.7949714660645,97.3712005615234,96.3620986938477,166.660003662109,130.803833007812,45.8814468383789,224.818557739258,333.727478027344,84.8082580566406,353.109985351562,366.221618652344,104.286674499512,484.388549804688,133.370758056641,149.90852355957,294.709564208984,32.9808120727539
2023-01-31,392.976257324219,19.5196495056152,242.875076293945,103.129997253418,142.444839477539,148.157196044922,56.1365852355957,99.2798690795898,98.2507476806641,173.220001220703,131.584136962891,46.4366111755371,225.907806396484,337.304901123047,85.8859558105469,353.859985351562,365.708557128906,106.536613464355,491.953460693359,134.666549682617,151.222518920898,304.0224609375,33.1489868164062
2023-02-01,397.152618408203,20.9244003295898,247.716674804688,105.150001525879,143.570236206055,152.284545898438,57.8388900756836,100.830642700195,99.8312759399414,181.410003662109,131.236282348633,46.6948127746582,226.584884643555,335.75634765625,87.4296798706055,361.989990234375,369.142608642578,105.370307922363,498.469207763672,135.432662963867,152.610580444336,307.698791503906,33.5600738525391
2023-02-02,402.933990478516,21.68971824646,259.330718994141,112.910003662109,148.891326904297,187.740036010742,58.1286849975586,108.157104492188,107.097702026367,188.270004272461,130.625198364258,46.3559112548828,225.269943237305,324.122436523438,86.779182434082,366.890014648438,369.9912109375,102.07347869873,504.659149169922,134.467910766602,153.184295654297,318.671722412109,33.7562828063965
2023-02-03,398.651214599609,21.0812606811523,253.205200195312,103.389999389648,152.524307250977,185.512252807617,57.3466186523438,104.598258972168,104.155342102051,189.979995727539,132.646530151367,45.7394332885742,225.829299926758,332.335754394531,87.0121917724609,365.899993896484,368.974822998047,102.780601501465,496.338653564453,134.884078979492,152.323715209961,310.896881103516,34.0365753173828
2023-02-06,396.214935302734,21.0702705383301,251.656631469727,102.180000305176,149.789688110352,185.044830322266,57.6997451782227,102.858589172363,102.286560058594,194.759994506836,133.426879882812,45.4069786071777,225.152206420898,330.944000244141,85.9539108276367,361.480010986328,368.047241210938,102.606117248535,497.100341796875,133.739624023438,151.1669921875,308.805511474609,33.9805183410645
2023-02-07,401.396881103516,22.1533069610596,262.231750488281,102.110000610352,152.672348022461,190.574493408203,58.9615936279297,107.401596069336,106.99829864502,196.809997558594,135.053344726562,45.5038032531738,226.9970703125,332.923797607422,85.186897277832,362.950012207031,370.109649658203,105.535621643066,498.006652832031,132.43440246582,151.204025268555,304.988464355469,34.3542327880859
2023-02-08,397.007690429688,22.1852798461914,261.418304443359,100.050003051758,149.977249145508,182.429183959961,57.7390899658203,99.4090957641602,98.7776031494141,201.289993286133,134.103775024414,45.2585029602051,225.897979736328,333.953002929688,84.1674652099609,366.829986572266,365.461853027344,104.617294311523,485.742767333984,131.062957763672,151.398345947266,300.8525390625,34.101978302002
2023-02-09,393.565979003906,22.31715965271,258.370147705078,98.2399978637695,148.940689086914,176.949249267578,57.518383026123,94.8959197998047,94.4435882568359,207.320007324219,132.016647338867,45.678092956543,225.504684448242,334.991882324219,84.1286239624023,362.5,365.530944824219,105.012168884277,482.676788330078,129.625335693359,149.353302001953,295.938201904297,33.3732223510742
2023-02-10,394.484405517578,21.2461109161377,257.860565185547,97.6100006103516,149.306518554688,173.199798583984,56.9272842407227,94.2994689941406,94.0062026977539,196.889999389648,132.599533081055,46.3881912231445,223.390747070312,338.255584716797,84.604362487793,347.359985351562,361.988220214844,109.438568115234,482.059692382812,130.769744873047,150.047317504883,296.866668701172,33.2424278259277
2023-02-13,399.115264892578,21.768648147583,265.916900634766,99.5400009155273,152.114471435547,178.45100402832,57.6824722290039,94.4386444091797,94.0459747314453,194.639999389648,134.037933349609,47.0950508117676,225.042572021484,343.430572509766,86.8180160522461,358.570007324219,365.935455322266,109.012878417969,488.288116455078,132.481674194336,150.602493286133,303.422180175781,33.3078193664551
2023-02-14,398.931579589844,22.9505977630615,266.75,99.6999969482422,151.471801757812,178.500732421875,57.7966575622559,94.3889312744141,94.1155624389648,209.25,134.630249023438,46.9594879150391,225.544021606445,341.749176025391,86.4976196289062,359.959991455078,365.076904296875,107.735809326172,485.173889160156,131.734466552734,149.945510864258,298.63916015625,33.2797927856445
2023-02-15,400.227081298828,22.743782043457,264.617828369141,101.160003662109,153.577789306641,176.193374633789,58.3129196166992,96.5262298583984,96.3620986938477,214.240005493164,135.194351196289,47.3080787658691,225.081878662109,329.408996582031,85.7694320678711,361.420013427734,364.761199951172,107.411918640137,492.944854736328,131.431823730469,147.474822998047,300.758758544922,33.2237358093262
2023-02-16,394.716369628906,21.9824600219727,257.573028564453,98.1500015258789,151.97607421875,171.499160766602,57.6268157958984,95.2140274047852,94.9406051635742,202.039993286133,133.332870483398,46.5657157897949,222.043701171875,320.618499755859,85.1674880981445,350.709991455078,362.69873046875,107.097290039062,486.022369384766,129.710403442383,146.429168701172,301.274566650391,32.9621238708496
2023-02-17,393.730285644531,21.3690032958984,253.554412841797,97.1999969482422,150.829162597656,171.936737060547,57.1518211364746,94.0310668945312,93.7875137329102,208.309997558594,133.72770690918,47.26611328125,219.811782836914,322.909515380859,84.7402725219727,347.959991455078,356.363555908203,102.979225158691,489.281127929688,132.424926757812,149.48616027832,298.189056396484,33.0275192260742
2023-02-21,385.831695556641,20.6366577148438,248.258544921875,94.5800018310547,146.805068969727,171.14111328125,55.8036079406738,91.5060806274414,91.2427978515625,197.369995117188,131.27392578125,47.5533828735352,216.921020507812,322.034423828125,83.6917114257812,337.5,351.26171875,102.877426147461,483.746978759766,132.330368041992,147.258636474609,277.134338378906,32.2520599365234
2023-02-22,385.300048828125,20.7355651855469,247.118804931641,95.7900009155273,147.230224609375,170.186340332031,55.2883071899414,91.2575607299805,91.103630065918,200.860000610352,130.267944335938,46.5560340881348,216.331130981445,323.568359375,83.8082122802734,334.880004882812,350.284820556641,101.544845581055,479.552978515625,132.888412475586,147.053619384766,277.884582519531,32.0371742248535
2023-02-23,387.349578857422,23.6429805755615,250.321884155273,95.8199996948242,147.71467590332,171.101318359375,56.0204696655273,90.5318603515625,90.3481521606445,202.070007324219,131.311508178711,45.8620796203613,217.422500610352,322.044250488281,86.0024566650391,323.649993896484,350.837463378906,102.4794921875,475.455383300781,132.462768554688,147.006988525391,280.70751953125,32.0091400146484
2023-02-24,383.211730957031,23.2653198242188,244.868759155273,93.5,145.055038452148,169.460327148438,55.4399337768555,88.8220291137695,88.5986404418945,196.880004882812,132.49609375,45.9847259521484,215.868988037109,316.262512207031,86.0801315307617,317.149993896484,348.459228515625,102.48876953125,471.087829589844,131.715576171875,145.366653442383,278.222229003906,31.9624252319336
2023-02-27,384.516906738281,23.4801254272461,245.792343139648,93.7600021362305,146.251373291016,168.614974975586,56.1788101196289,89.5675964355469,89.3342361450195,207.630004882812,133.652496337891,45.6522827148438,216.655609130859,311.326507568359,85.400505065918,323.029998779297,350.788146972656,102.303688049316,469.564514160156,131.602066040039,145.049774169922,277.612609863281,31.9624252319336
2023-02-28,383.095703125,23.1953773498535,245.065277099609,94.2300033569336,145.747131347656,173.985504150391,57.0270843505859,89.7664108276367,89.5231018066406,205.710006713867,134.771286010742,45.8749923706055,216.252456665039,306.016723632812,84.8567962646484,322.130004882812,350.600555419922,101.711433410645,466.816650390625,130.107666015625,142.840866088867,278.109649658203,32.0465087890625
2023-03-01,381.626190185547,22.6778392791748,241.970275878906,92.1699981689453,143.670791625977,172.47380065918,56.9579887390137,89.9751739501953,89.8213043212891,202.770004272461,134.019165039062,45.235912322998,214.698959350586,308.917449951172,83.8276519775391,313.480010986328,348.834197998047,102.618324279785,461.504333496094,130.202255249023,142.197799682617,272.717041015625,31.8970279693604
2023-03-02,384.594268798828,23.2932968139648,246.72575378418,92.129997253418,144.264053344727,173.577728271484,57.4454536437988,91.7645416259766,91.451530456543,190.899993896484,132.627731323242,45.3488807678223,215.38720703125,309.782745361328,84.4393081665039,311.880004882812,350.876922607422,103.090278625488,468.272583007812,132.349273681641,142.085952758789,274.808471679688,31.4926700592041
2023-03-03,390.762268066406,23.868782043457,250.832763671875,94.9000015258789,149.326293945312,184.239242553711,60.7185974121094,93.4644317626953,93.0916976928711,197.789993286133,135.062744140625,45.403751373291,220.018249511719,313.106201171875,86.652961730957,315.179992675781,356.728607177734,104.395095825195,458.216613769531,133.314025878906,143.549240112305,279.900970458984,32.1227111816406
2023-03-06,391.033020019531,23.5330848693848,252.385192871094,93.75,152.094741821289,183.891159057617,60.7339553833008,95.0152130126953,94.5628662109375,193.809997558594,134.272979736328,45.397289276123,222.948287963867,313.627349853516,87.1287002563477,312.029998779297,362.086944580078,105.320503234863,465.756134033203,132.746536254883,144.984527587891,279.675903320312,32.0568885803223
2023-03-07,385.038909912109,23.2712726593018,249.712677001953,93.5500030517578,149.889877319336,183.503265380859,59.9883499145508,93.6135406494141,93.3004531860352,187.710006713867,130.324356079102,44.9454231262207,219.428314208984,305.436584472656,85.7888717651367,308.470001220703,355.189239501953,103.284606933594,467.751892089844,130.107666015625,143.614471435547,272.632598876953,31.0318927764893
2023-03-08,385.667388916016,24.163631439209,249.270523071289,93.9199981689453,151.145553588867,183.960784912109,60.6706161499023,94.0907211303711,93.688117980957,182,129.553421020508,44.5742378234863,218.464721679688,307.314666748047,85.9150695800781,311.790008544922,354.291229248047,101.77619934082,468.609985351562,130.126586914062,142.561279296875,275.353179931641,30.6181373596191
2023-03-09,378.551849365234,23.4191627502441,247.914657592773,92.25,148.891250610352,180.698669433594,59.7359771728516,92.1124801635742,91.7696228027344,172.919998168945,122.539863586426,44.2740631103516,216.3212890625,311.552673339844,84.3422317504883,297.779998779297,349.761840820312,100.989601135254,462.323760986328,129.171310424805,140.958236694336,272.056396484375,28.7186069488525
2023-03-10,373.089538574219,22.9485015869141,244.249755859375,90.7300033569336,146.824829101562,178.530578613281,58.9980659484863,90.4722137451172,90.0897064208984,173.440002441406,125.651786804199,44.2095031738281,212.516174316406,309.753173828125,81.6236953735352,292.760009765625,342.528533935547,99.7403106689453,454.244323730469,129.757720947266,141.30305480957,270.4599609375,28.4647083282471
2023-03-13,372.557800292969,22.9494972229004,249.486740112305,92.4300003051758,148.77262878418,179.912979125977,59.1554336547852,91.1183853149414,90.5668411254883,174.479995727539,123.395408630371,44.3386192321777,210.874160766602,319.064910888672,82.4586715698242,293.510009765625,340.160186767578,98.5928039550781,455.073486328125,130.656265258789,142.654479980469,270.658294677734,26.8096733093262
2023-03-14,378.716217041016,24.0457134246826,256.236755371094,94.879997253418,150.868713378906,192.961410522461,60.6898040771484,93.6930694580078,93.409782409668,183.259994506836,126.563735961914,44.5742378234863,214.993911743164,321.601745605469,82.0994338989258,294.940002441406,348.163238525391,98.9629669189453,464.637786865234,132.273620605469,143.456024169922,269.760955810547,27.0447616577148
2023-03-15,376.347625732422,24.2105960845947,260.805572509766,96.1999969482422,151.264175415039,196.67106628418,60.0737571716309,95.9794921875,95.5370330810547,180.449996948242,120.584342956543,45.0712966918945,212.742294311523,323.961669921875,80.5654220581055,303.790008544922,343.485748291016,94.0398025512695,468.243591308594,134.146347045898,143.856781005859,272.028045654297,26.7908687591553
2023-03-16,382.95068359375,25.5226516723633,271.377746582031,100.040000915527,154.091918945312,203.811889648438,61.0774879455566,100.472778320312,99.7219314575195,184.130004882812,122.925331115723,44.8152694702148,213.80419921875,324.020629882812,82.3518676757812,310.059997558594,343.406799316406,93.4938201904297,469.786224365234,135.14892578125,143.558547973633,270.856719970703,27.2422409057617
2023-03-17,378.472991943359,25.7065200805664,274.551300048828,98.9499969482422,153.251541137695,194.542724609375,60.5468330383301,101.854553222656,101.014190673828,180.130004882812,118.280960083008,45.1782455444336,213.745208740234,323.676452636719,82.7790832519531,303.5,345.044860839844,92.3925704956055,469.583801269531,135.186737060547,142.020721435547,272.424835205078,26.1608257293701
2023-03-20,382.112182617188,25.8813934326172,267.477020263672,97.7099990844727,155.624420166016,196.730728149414,61.7693367004395,101.327690124512,100.616561889648,183.25,119.531372070312,45.664379119873,214.492462158203,328.022583007812,84.4296035766602,305.130004882812,344.709381103516,94.8078765869141,471.743469238281,137.267562866211,143.428039550781,273.246673583984,26.0949974060059
2023-03-21,387.129547119141,26.1801776885986,268.999969482422,100.610000610352,157.483215332031,201.056991577148,61.5412483215332,105.214584350586,104.294509887695,197.580001831055,122.737297058105,45.5088157653809,218.228759765625,325.544708251953,85.0315628051758,305.790008544922,349.890106201172,99.0555038452148,473.247528076172,136.274444580078,143.428039550781,273.407257080078,26.8849029541016
2023-03-22,380.530303955078,26.4489841461182,267.536010742188,98.6999969482422,156.049575805664,198.719802856445,60.977783203125,103.604156494141,102.753746032715,191.149993896484,119.568969726562,45.2171363830566,216.35075378418,325.436553955078,85.3422622680664,293.899993896484,346.396789550781,96.7882461547852,470.036956787109,136.189331054688,140.781143188477,266.964752197266,25.9915618896484
2023-03-23,381.55908203125,27.1714649200439,272.812164306641,98.7099990844727,157.137161254883,203.165405273438,61.7809371948242,105.632110595703,104.97045135498,192.220001220703,119.249320983887,45.583366394043,218.858032226562,327.078674316406,85.2257308959961,320.369995117188,349.692718505859,95.6962738037109,470.268310546875,136.00016784668,140.855697631836,268.192840576172,25.3615169525146
2023-03-24,384.062896728516,26.7597618103027,275.671447753906,98.129997253418,158.442260742188,204.885986328125,61.4851913452148,105.433288574219,104.811408996582,190.410003662109,117.43482208252,45.9560699462891,217.334014892578,330.510345458984,85.4490509033203,328.390014648438,346.988922119141,95.8073272705078,477.508972167969,138.771423339844,142.272354125977,267.35205078125,25.5213794708252
2023-03-27,384.781066894531,26.5119400024414,271.554595947266,98.0400009155273,156.494506835938,201.733276367188,60.5834503173828,102.451011657715,101.849174499512,191.809997558594,120.800575256348,46.7241592407227,218.091094970703,329.005859375,87.5170669555664,327.660003662109,349.939453125,97.9079971313477,475.532501220703,138.04313659668,142.878173828125,265.699005126953,26.7908687591553
2023-03-28,383.917297363281,26.3910274505615,270.424682617188,97.2399978637695,155.871612548828,199.585052490234,60.3766250610352,100.76106262207,100.427703857422,189.190002441406,121.16724395752,46.5426635742188,216.635925292969,332.004852294922,87.2355194091797,323.519989013672,349.653228759766,99.1295318603516,469.313812255859,138.430938720703,141.498764038086,265.273864746094,26.4429340362549
2023-03-29,389.497528076172,26.9646129608154,275.612487792969,100.25,158.956420898438,204.229583740234,60.4539451599121,101.297874450684,100.785545349121,193.880004882812,121.411689758301,46.7436065673828,219.556121826172,330.254638671875,87.9831008911133,332.029998779297,354.78466796875,100.83228302002,473.266784667969,138.856552124023,142.887481689453,267.673278808594,26.960132598877
2023-03-30,391.778137207031,27.3633270263672,279.090637207031,102,160.52848815918,206.705993652344,61.251293182373,100.721305847168,100.288543701172,195.279998779297,121.045013427734,47.2102966308594,218.631881713867,334.994049072266,87.8762969970703,338.429992675781,354.518218994141,101.322746276855,473.85498046875,139.4619140625,142.999313354492,269.562530517578,26.6121959686279
2023-03-31,397.300109863281,27.757043838501,283.266448974609,103.290000915527,163.039810180664,210.783630371094,62.0041923522949,103.385459899902,103.111610412598,207.460006713867,122.511650085449,47.7871780395508,221.679946899414,337.678405761719,90.2161712646484,345.480010986328,358.613433837891,101.48006439209,479.051605224609,140.634704589844,144.462585449219,278.7822265625,26.8943061828613
2023-04-03,398.813995361328,27.9449100494385,282.215179443359,102.410003662109,164.295516967773,211.907470703125,62.0940818786621,104.290092468262,103.737854003906,194.770004272461,122.370628356934,48.1890449523926,225.160537719727,344.876068115234,91.1870727539062,348.279998779297,361.632995605469,107.467445373535,479.205902099609,141.410263061523,146.186828613281,281.247741699219,26.8849029541016
2023-04-04,396.601348876953,27.4332752227783,282.166015625,103.949996948242,163.761596679688,213.548461914062,61.3150901794434,104.498847961426,104.095703125,192.580001831055,120.734764099121,47.7158813476562,223.843032836914,348.691131591797,91.2647552490234,346.75,359.096923828125,106.440238952637,479.880767822266,142.091293334961,147.71533203125,278.631103515625,26.3112850189209
2023-04-05,395.562927246094,26.8616886138916,279.375610351562,101.099998474121,161.912704467773,210.326126098633,60.7931938171387,104.329849243164,103.847198486328,185.520004272461,120.914794921875,48.506664276123,224.344467163086,356.183776855469,92.1288452148438,342.350006103516,359.551574707031,108.263290405273,479.302307128906,143.065444946289,154.351303100586,272.689361572266,25.9915618896484
2023-04-06,397.10595703125,27.0175762176514,286.508880615234,102.059997558594,162.802536010742,214.920944213867,60.1775283813477,108.256507873535,107.773635864258,185.059997558594,120.782135009766,48.8728790283203,222.201019287109,362.132629394531,93.1288833618164,339.329986572266,357.258605957031,106.468017578125,468.552154541016,143.97346496582,153.922561645508,272.632568359375,26.1796321868896
2023-04-10,397.513519287109,27.5591869354248,284.337463378906,102.169998168945,160.202194213867,213.57829284668,60.6366119384766,106.318031311035,105.805450439453,184.509994506836,121.180107116699,48.7789001464844,222.633636474609,360.864196777344,91.4129409790039,338.989990234375,355.944152832031,105.996055603027,476.120635986328,142.781723022461,153.149002075195,275.050933837891,26.2736721038818
2023-04-11,397.620361328125,27.1494846343994,277.891906738281,99.9199981689453,158.986083984375,212.683197021484,60.0741157531738,105.492942810059,104.721946716309,186.789993286133,121.777053833008,48.6362991333008,224.619766235352,357.953674316406,91.6176910400391,338.209991455078,359.887664794922,106.745620727539,480.767791748047,142.497955322266,153.102386474609,277.507019042969,26.9977474212646
2023-04-12,395.999664306641,26.4759654998779,278.540405273438,97.8300018310547,158.293991088867,212.832382202148,59.6034278869629,104.598258972168,104.016174316406,180.539993286133,121.758094787598,48.3997077941895,223.990493774414,362.879913330078,91.5494384765625,331.029998779297,357.564971923828,106.634590148926,471.801300048828,142.885772705078,152.776168823242,274.361358642578,26.7814636230469
2023-04-13,401.259552001953,26.4439907073975,284.779602050781,102.400001525879,163.692398071289,219.147735595703,60.332160949707,107.550712585449,106.789543151855,185.899993896484,122.222396850586,48.4483184814453,228.788681030273,368.8779296875,93.1581344604492,346.190002441406,365.343292236328,107.134307861328,480.035064697266,143.5478515625,154.817291259766,275.976623535156,26.8566913604736
2023-04-14,400.279418945312,26.7387752532959,281.144165039062,102.51000213623,163.346343994141,220.281524658203,59.8779144287109,108.813201904297,108.220962524414,185,131.451370239258,48.1209869384766,230.096389770508,368.464996337891,93.3141250610352,338.630004882812,368.090911865234,107.393424987793,473.681427001953,142.819564819336,154.565673828125,276.014434814453,27.7594356536865
2023-04-17,401.715698242188,26.9826049804688,283.757659912109,102.73999786377,163.366104125977,217.665878295898,60.6337127685547,105.791160583496,105.338241577148,187.039993286133,132.49365234375,48.4580459594727,229.565444946289,366.124755859375,93.1971130371094,332.720001220703,368.417083740234,106.144119262695,476.226745605469,142.866851806641,154.4072265625,279.046752929688,28.5587463378906
2023-04-18,401.977661132812,27.6471252441406,283.335235595703,102.300003051758,164.592132568359,216.701156616211,61.1130867004395,104.498847961426,103.877014160156,184.309997558594,133.981246948242,48.5649909973145,229.683441162109,363.725524902344,94.0550994873047,333.700012207031,367.982208251953,108.217041015625,479.080535888672,143.018173217773,150.064010620117,282.400238037109,28.7374153137207
2023-04-19,401.909790039062,27.9109306335449,283.413818359375,104.300003051758,165.739044189453,214.52311706543,61.3237915039062,104.399429321289,103.55891418457,180.589996337891,133.810745239258,48.6168441772461,228.670715332031,364.276123046875,93.4116134643555,323.119995117188,368.456604003906,107.874626159668,478.241790771484,143.04655456543,151.480697631836,280.47314453125,28.2672328948975
2023-04-20,399.716552734375,27.084529876709,281.114685058594,103.809997558594,164.770111083984,211.907470703125,61.1807441711426,105.274238586426,104.662307739258,162.990005493164,133.422225952148,48.927978515625,230.666687011719,368.543579101562,92.4561538696289,325.350006103516,370.630981445312,107.01399230957,487.449310302734,143.57096862793,152.459274291992,282.041259765625,28.1167755126953
2023-04-21,400.027069091797,27.0995121002197,280.770751953125,106.959999084473,163.158462524414,211.728424072266,61.1691513061523,105.2841796875,104.781593322754,165.080001831055,133.166397094727,49.1742858886719,230.125885009766,378.799224853516,92.7681427001953,327.980010986328,370.8681640625,107.356399536133,488.191650390625,148.539108276367,151.629837036133,283.429809570312,28.088565826416
2023-04-24,400.444396972656,27.0225715637207,276.850494384766,106.209999084473,163.464981079102,211.628982543945,61.3276481628418,106.149024963379,105.338241577148,162.550003051758,133.346450805664,49.5080947875977,228.857513427734,376.940856933594,93.0508804321289,329.019989013672,370.364135742188,109.383041381836,493.079864501953,148.805572509766,152.552490234375,284.941314697266,27.9851264953613
2023-04-25,394.087768554688,26.2221450805664,270.611358642578,102.569999694824,161.922592163086,206.417572021484,60.1176109313965,103.991851806641,103.230888366699,160.669998168945,130.446975708008,49.1224403381348,225.740676879883,378.405914306641,91.7054214477539,322.549987792969,364.236389160156,107.828353881836,485.125701904297,148.843643188477,153.950500488281,279.925201416016,27.1199951171875
2023-04-26,392.418579101562,26.9366302490234,290.213043212891,104.980003356934,161.912704467773,208.257476806641,59.554141998291,103.832794189453,103.091728210449,153.75,128.135009765625,48.9085311889648,224.324813842773,369.979156494141,91.3641891479492,321.149993896484,362.486999511719,106.838165283203,476.920867919922,147.120971679688,151.564575195312,272.122528076172,26.7438507080078
